brand,tier,rating,compound,text,date
エスティローダー,Luxury,4,0.0,さっぱりしてる感じがするのに潤いました！ミニコスメ購入したので、現品も購入してみようかなぁと思ってます。,発売日：2024/9/13
エスティローダー,Luxury,4,0.0,さっぱりしてる感じがするのに潤いました！ミニコスメ購入したので、現品も購入してみようかなぁと思ってます。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,＠cosmeさんのプレゼント企画で当選しました。ありがとうございます！数日使用した感想になります。ミルキークリームという名前だけあって、まずのびがいいです。柔らかめのクリームでベタつきがないのに、朝までしっとり。私は今の時期、夜にどれだけ保湿しても翌朝乾燥を感じることが多いのですが、このクリームを使用してからは乾燥を感じることがなかったです。いつもクリームは何を購入したらいいのか悩んでましたが、その悩みも解消しそうです！！乾燥に悩んでいる方は是非使ってみてください！,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,＠cosmeさんのプレゼント企画で当選しました。ありがとうございます！数日使用した感想になります。ミルキークリームという名前だけあって、まずのびがいいです。柔らかめのクリームでベタつきがないのに、朝までしっとり。私は今の時期、夜にどれだけ保湿しても翌朝乾燥を感じることが多いのですが、このクリームを使用してからは乾燥を感じることがなかったです。いつもクリームは何を購入したらいいのか悩んでましたが、その悩みも解消しそうです！！乾燥に悩んでいる方は是非使ってみてください！,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,アットコスメ様より当選し、いただきました。テクスチャーは、こっくりというより名前の通りみずみずしいです◎これから暖かくなっていく季節にも躊躇せず使えそうです。保湿力ももちろんしっかりあり、日中使用しても化粧崩れが起きないため朝晩使用できます。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,アットコスメ様より当選し、いただきました。テクスチャーは、こっくりというより名前の通りみずみずしいです◎これから暖かくなっていく季節にも躊躇せず使えそうです。保湿力ももちろんしっかりあり、日中使用しても化粧崩れが起きないため朝晩使用できます。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,このクリームはもはやクリームでは無いのですがすごくいいです。フェイストリートメントみたいな新たな商品って感じが好きです。脂性肌なのにベタつきにくいのも最高です。しばらくリピートしようかなと思います。,発売日：2024/8/2
エスティローダー,Luxury,6,0.6667,このクリームはもはやクリームでは無いのですがすごくいいです。フェイストリートメントみたいな新たな商品って感じが好きです。脂性肌なのにベタつきにくいのも最高です。しばらくリピートしようかなと思います。,発売日：2024/8/2
エスティローダー,Luxury,6,0.6667,色々なクリームを使いましたが今はこれに落ち着いてます。匂いも無臭で自分みたいな脂性肌にもおすすめです。意外になくならないのでコスパ的にも案外アリです。しばらくはリピートしようと思います。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,色々なクリームを使いましたが今はこれに落ち着いてます。匂いも無臭で自分みたいな脂性肌にもおすすめです。意外になくならないのでコスパ的にも案外アリです。しばらくはリピートしようと思います。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"かれこれ2つ目。勇心酒造さんの作る発酵化粧品ラバーです。ライースやアトピスマイルなど色々試しましたが、今の時期はこちらのクリームが大活躍。真冬はこっくり濃厚クリームでないと物足りない乾燥肌ですが、今の時期は特に外的要因(花粉やPM2,5、黄砂など)にやられるので、ベタつきの少ないクリームが重宝します。表面ベタベタしなくて軽いのに、自潤肌(自ら潤わせる)とは粋なクリームだなぁ！と。肌荒れもなく、なにもかもがちょうど良いのに肌が整うのでリピート。アットコスメのポイントアップ時期だと20パーセント還元なのでおすすめです。",発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"かれこれ2つ目。勇心酒造さんの作る発酵化粧品ラバーです。ライースやアトピスマイルなど色々試しましたが、今の時期はこちらのクリームが大活躍。真冬はこっくり濃厚クリームでないと物足りない乾燥肌ですが、今の時期は特に外的要因(花粉やPM2,5、黄砂など)にやられるので、ベタつきの少ないクリームが重宝します。表面ベタベタしなくて軽いのに、自潤肌(自ら潤わせる)とは粋なクリームだなぁ！と。肌荒れもなく、なにもかもがちょうど良いのに肌が整うのでリピート。アットコスメのポイントアップ時期だと20パーセント還元なのでおすすめです。",発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,アットコスメ様より、当選しいただきました！肌がゆらぎはじめた季節の変わり目、うるおいと低刺激を求めているときに、大変ありがたい一品でした！セラミドとライスパワー、大好きなワードです。テクスチャーは軽やかで、朝晩使用可能が嬉しい。乾燥肌だけどベタつくのは苦手なので、とても好きな使用感でした。翌朝の頬のハリ感とツヤツヤモチモチした仕上がりが良かったです。低刺激だけどきちんと高機能で、リピートしたくなるクリームでした。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,アットコスメ様より、当選しいただきました！肌がゆらぎはじめた季節の変わり目、うるおいと低刺激を求めているときに、大変ありがたい一品でした！セラミドとライスパワー、大好きなワードです。テクスチャーは軽やかで、朝晩使用可能が嬉しい。乾燥肌だけどベタつくのは苦手なので、とても好きな使用感でした。翌朝の頬のハリ感とツヤツヤモチモチした仕上がりが良かったです。低刺激だけどきちんと高機能で、リピートしたくなるクリームでした。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,エスティーローダーのファンデーションは、言わずと知れた名品だと改めて実感しました。ひと塗りで肌悩みをしっかりカバーしてくれるのに、厚塗り感が出ないのが本当に優秀。以前使ったときは少し乾燥が気になりましたが、今回は保湿力がアップしたように感じ、時間が経ってもつっぱらず快適でした。NARSの下地と合わせて使うことが多いですが、モロモロせず、ぴたっと密着。毛穴や色ムラをきれいに整えてくれるので、鏡を見るたびにいい感じと思えます。崩れにくさとカバー力を両立したい人には、間違いなく一度は試してほしい逸品です。,発売日：- (2017/4/28追加発売)
エスティローダー,Luxury,6,0.6667,エスティーローダーのファンデーションは、言わずと知れた名品だと改めて実感しました。ひと塗りで肌悩みをしっかりカバーしてくれるのに、厚塗り感が出ないのが本当に優秀。以前使ったときは少し乾燥が気になりましたが、今回は保湿力がアップしたように感じ、時間が経ってもつっぱらず快適でした。NARSの下地と合わせて使うことが多いですが、モロモロせず、ぴたっと密着。毛穴や色ムラをきれいに整えてくれるので、鏡を見るたびにいい感じと思えます。崩れにくさとカバー力を両立したい人には、間違いなく一度は試してほしい逸品です。,発売日：- (2017/4/28追加発売)
エスティローダー,Luxury,4,0.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,4,0.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,7,1.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,7,1.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,アットコスメさんからいただきました うるおいを巡らせるようなケアへ。エスティ ローダーの薬用ミルキークリームで、みずみずしい肌印象に「保湿してもすぐ乾く…」そんな乾燥が気になる方へ。エスティ ローダーから『アクア チャージ 薬用 ミルキー クリーム』が登場うるおいを与え、肌荒れを防ぐ薬用処方で、すこやかな肌コンディションをサポートする医薬部外品だよ 日本人の肌研究から生まれた日本限定ライン長年の研究をもとに、日本の気候や肌特性に着目して開発されたシリーズ。毎日のスキンケアに取り入れやすい設計だよ 薬用処方で肌荒れを防ぐ有効成分グリチルリチン酸ジカリウム配合（医薬部外品）うるおいを与えながら肌荒れを防ぎ、肌をすこやかに保つサポートをしてくれるよ うるおいを与えてキープする保湿設計独自の保湿テクノロジーにより、角質層までうるおいを届けて保持。乾燥を防ぎ、みずみずしくなめらかな肌印象へ導くよ テクスチャー乳液のような軽やかさと、クリームのコクをあわせ持つミルキーな質感なじみやすくベタつきにくい仕上がりで、朝のメイク前にも使いやすいよ。 こんな方におすすめ 乾燥による肌荒れを防ぎたい方 季節の変わり目に肌がゆらぎやすい方 上質な使用感の薬用クリームを探している方朝晩のスキンケアの最後に、パール粒大をなじませて。乾燥が気になる部分には重ね付けもおすすめエスティ ローダーのアクア チャージで、うるおいに満ちたなめらかな肌印象へ,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,アットコスメさんからいただきました うるおいを巡らせるようなケアへ。エスティ ローダーの薬用ミルキークリームで、みずみずしい肌印象に「保湿してもすぐ乾く…」そんな乾燥が気になる方へ。エスティ ローダーから『アクア チャージ 薬用 ミルキー クリーム』が登場うるおいを与え、肌荒れを防ぐ薬用処方で、すこやかな肌コンディションをサポートする医薬部外品だよ 日本人の肌研究から生まれた日本限定ライン長年の研究をもとに、日本の気候や肌特性に着目して開発されたシリーズ。毎日のスキンケアに取り入れやすい設計だよ 薬用処方で肌荒れを防ぐ有効成分グリチルリチン酸ジカリウム配合（医薬部外品）うるおいを与えながら肌荒れを防ぎ、肌をすこやかに保つサポートをしてくれるよ うるおいを与えてキープする保湿設計独自の保湿テクノロジーにより、角質層までうるおいを届けて保持。乾燥を防ぎ、みずみずしくなめらかな肌印象へ導くよ テクスチャー乳液のような軽やかさと、クリームのコクをあわせ持つミルキーな質感なじみやすくベタつきにくい仕上がりで、朝のメイク前にも使いやすいよ。 こんな方におすすめ 乾燥による肌荒れを防ぎたい方 季節の変わり目に肌がゆらぎやすい方 上質な使用感の薬用クリームを探している方朝晩のスキンケアの最後に、パール粒大をなじませて。乾燥が気になる部分には重ね付けもおすすめエスティ ローダーのアクア チャージで、うるおいに満ちたなめらかな肌印象へ,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,乾燥肌の方によりいいと思います。クリームなのに、オイルを塗ったように潤います。塗る時はサラサラなのに、塗ったあとこっくりな使い心地です。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,乾燥肌の方によりいいと思います。クリームなのに、オイルを塗ったように潤います。塗る時はサラサラなのに、塗ったあとこっくりな使い心地です。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,使用感が重たすぎず、乳液とクリームの間のような感じが使いやすいです。かといって保湿力が足りないといったことも無く、割とどんな方でも使いやすいんじゃないかなと思います.思ったよりちゃんと伸びるため一度に使う量がそんなに多くなく意外と持つ気はしますが、ちょっとお値段するのでリピートは考えます…,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,使用感が重たすぎず、乳液とクリームの間のような感じが使いやすいです。かといって保湿力が足りないといったことも無く、割とどんな方でも使いやすいんじゃないかなと思います.思ったよりちゃんと伸びるため一度に使う量がそんなに多くなく意外と持つ気はしますが、ちょっとお値段するのでリピートは考えます…,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,ベタつかないのにもっちり、しっとりします。使い始めてから肌の調子が良いです。伸びもよくベタつかないので朝にも使えます。リピしたいです。,発売日：2024/9/13
エスティローダー,Luxury,6,0.6667,ベタつかないのにもっちり、しっとりします。使い始めてから肌の調子が良いです。伸びもよくベタつかないので朝にも使えます。リピしたいです。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,コッテリした感じがなくてさらっとぬれて使いやすいです、ベタつきも少ない感じです。コッテリが好きな方は物足りないかもしれませんが私はこの少し水っぽいクリームが好きなので使いやすいなと感じました。毎日エアコンで暖房つけっぱなしな環境で、お肌がカサカサだったのですがこれ使い始めてから潤いが戻ってきました。クリームでこんなに潤うものなのかと思うほどです。化粧水などは普段の使用してるもののみなので明らかにクリーム変えてから保湿の効果がでました。とてもいい商品を当選できたので、次回は自分で買います！そのくらい効果を実感できる商品でした。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,コッテリした感じがなくてさらっとぬれて使いやすいです、ベタつきも少ない感じです。コッテリが好きな方は物足りないかもしれませんが私はこの少し水っぽいクリームが好きなので使いやすいなと感じました。毎日エアコンで暖房つけっぱなしな環境で、お肌がカサカサだったのですがこれ使い始めてから潤いが戻ってきました。クリームでこんなに潤うものなのかと思うほどです。化粧水などは普段の使用してるもののみなので明らかにクリーム変えてから保湿の効果がでました。とてもいい商品を当選できたので、次回は自分で買います！そのくらい効果を実感できる商品でした。,発売日：2024/9/13
エスティローダー,Luxury,5,0.3333,"容量・税込価格：20ml・6,930円 / 30ml・12,100円 / 50ml・17,050円 / 75ml・22,550円",発売日：2020/9/18
エスティローダー,Luxury,5,0.3333,"容量・税込価格：20ml・6,930円 / 30ml・12,100円 / 50ml・17,050円 / 75ml・22,550円",発売日：2020/9/18
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,6,0.6667,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,7,1.0,リキッドファンデにはポンプがついていないので、ポンプ買いました！ロックできるので、安心です,発売日：2026/3/6
エスティローダー,Luxury,7,1.0,リキッドファンデにはポンプがついていないので、ポンプ買いました！ロックできるので、安心です,発売日：2026/3/6
エスティローダー,Luxury,7,1.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,7,1.0,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,"容量・税込価格：5ml・1,100円 / 15ml・3,960円 / 30ml・7,590円",発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,アットコスメのプレゼントでいただきました。ポンプがあった方が圧倒的に使いやすいです。,発売日：2026/3/6
エスティローダー,Luxury,5,0.3333,アットコスメのプレゼントでいただきました。ポンプがあった方が圧倒的に使いやすいです。,発売日：2026/3/6
クリニーク,Luxury,6,0.6667,旅行にも！以前、お得なセットを購入して気に入っていました。今回、購入のminiにこちらが出ていたのでトラベル用に購入しました。着け心地はさっぱり、しっとり。私は、旅行先で毎夜つけています。クリニークは香料もないので私は好きです。次はボトルで購入を検討しています。,発売日：2026/2/13
クリニーク,Luxury,6,0.6667,旅行にも！以前、お得なセットを購入して気に入っていました。今回、購入のminiにこちらが出ていたのでトラベル用に購入しました。着け心地はさっぱり、しっとり。私は、旅行先で毎夜つけています。クリニークは香料もないので私は好きです。次はボトルで購入を検討しています。,発売日：2026/2/13
クリニーク,Luxury,5,0.3333,スポイトで適量出せるので便利です。また、塗布後もべたつきにくく翌日は全体的に肌がクリアになるのでエイジングケア、くすみケアにとっておきです。テクスチャーがとろっとしているので液垂れもせず使いやすかったです！,発売日：2026/2/13
クリニーク,Luxury,5,0.3333,スポイトで適量出せるので便利です。また、塗布後もべたつきにくく翌日は全体的に肌がクリアになるのでエイジングケア、くすみケアにとっておきです。テクスチャーがとろっとしているので液垂れもせず使いやすかったです！,発売日：2026/2/13
クリニーク,Luxury,5,0.3333,軽い着け心地で毛穴落ちもなく使いやすいベースです。1年通して使いやすい。クッションファンデやクリームファンデを使っていますが相性が悪いと感じる時がない。あまりコスパが良くないのでリピートは迷います。,発売日：2020/2/7
クリニーク,Luxury,5,0.3333,軽い着け心地で毛穴落ちもなく使いやすいベースです。1年通して使いやすい。クッションファンデやクリームファンデを使っていますが相性が悪いと感じる時がない。あまりコスパが良くないのでリピートは迷います。,発売日：2020/2/7
クリニーク,Luxury,4,0.0,クリニークのカウンターで勧められ、気になって後日購入。カウンターでは感動したが、そこまでの感動はまだ得られていない。。匂いが無香料というか、良い香りは特段しないので、嫌いではないが、テンションは上がらない。,発売日：2025/12/5
クリニーク,Luxury,4,0.0,クリニークのカウンターで勧められ、気になって後日購入。カウンターでは感動したが、そこまでの感動はまだ得られていない。。匂いが無香料というか、良い香りは特段しないので、嫌いではないが、テンションは上がらない。,発売日：2025/12/5
